id,name,description,address,latitude,longitude,city_id,opening_hours,rating,user_rating,types,phone_number,createdAt,updatedAt
764,Taman Tino Sidin,-,"Jl. Tino Sidin No.297, Kdipiro, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184, Indonesia",-7.799512499999998,110.3449674,5,Monday: 9:00?AM?–?3:00?PM|Tuesday: 9:00?AM?–?3:00?PM|Wednesday: 9:00?AM?–?3:00?PM|Thursday: 9:00?AM?–?3:00?PM|Friday: 9:00?AM?–?3:00?PM|Saturday: 9:00?AM?–?3:00?PM|Sunday: Closed,4.7,263,tourist_attraction|museum|point_of_interest|establishment,0812-1530-1188,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
765,Alun Alun Kota Purwokerto,"Set at the foot of the mall, this landmark square is a popular gathering spot with food stalls.","Komplek PJKA 386-388, JL. Jend. Sudirman, Purwokerto Lor, Purwokerto, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.424377199999999,109.2301616,13,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,30918,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
766,Mangunan,-,"39HP+X25, Paduresan, Imogiri, Bantul Regency, Special Region of Yogyakarta, Indonesia",-7.920103999999999,110.385101,17,-,4.8,5,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
767,Gedhe Kauman Mosque,Historic mosque built in 18th century with traditional Javanese architecture & a small courtyard.,"Alun-Alun Keraton, Jl. Kauman, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132, Indonesia",-7.803951799999998,110.3626385,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.8,12737,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,(0274) 373622,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
768,K l a r a T a n i a,-,"9RCH+6G7, RT.02/RW.10, Katulampa, Bogor Timur, Bogor City, West Java 16144, Indonesia",-6.6294508,106.8287813,8,Monday: 8:00?AM?–?9:00?PM|Tuesday: 8:00?AM?–?9:00?PM|Wednesday: 8:00?AM?–?9:00?PM|Thursday: 8:00?AM?–?9:00?PM|Friday: 8:00?AM?–?9:00?PM|Saturday: 8:00?AM?–?9:00?PM|Sunday: 8:00?AM?–?9:00?PM,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
769,UMBUL BUTO KEDUNGAN,-,"8M7W+HR9, Jalinan, Kedungan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468, Indonesia",-7.6860955,110.6971147,33,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.1,43,tourist_attraction|point_of_interest|establishment,0815-6783-5554,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
770,Locomotive Uap NIS Hartmann C2301,-,"Jl. Pemuda No.160, Sekayu, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50132, Indonesia",-6.9837951,110.4101736,4,-,4.6,12,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
771,Pemancingan Gala Point Tombro RGS,-,"8CFF+CP3, Jl. Cilikan, Kledokan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584, Indonesia",-7.676489700000001,110.4243011,18,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
772,KELOMPOK TANI KP. CIBEDUG HILIR,-,"Kp. Cibedug Hilir, 9VV4+77V, RT.001/RW.003, Nagrak, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat, Indonesia",-6.606765600000001,106.8556623,8,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
773,Taman Kota Kebumen,"Leafy fenced city park with some statues, children's play equipment, lawns & shaded seating areas.","8MF8+G6V, Indrakila, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311, Indonesia",-7.676147100000001,109.6655582,30,Monday: 6:00?AM?–?10:00?PM|Tuesday: 6:00?AM?–?10:00?PM|Wednesday: 6:00?AM?–?10:00?PM|Thursday: 6:00?AM?–?10:00?PM|Friday: 6:00?AM?–?10:00?PM|Saturday: 6:00?AM?–?10:00?PM|Sunday: 6:00?AM?–?10:00?PM,4.2,1518,park|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
774,Paket wisata banjarnegara,-,"kode pos 53418, RT.02/RW.03, Semampir, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah 53418, Indonesia",-7.4064422,109.6731029,28,Monday: 8:00?AM?–?9:00?PM|Tuesday: 8:00?AM?–?9:00?PM|Wednesday: 8:00?AM?–?9:00?PM|Thursday: 8:00?AM?–?9:00?PM|Friday: 8:00?AM?–?9:00?PM|Saturday: 8:00?AM?–?9:00?PM|Sunday: 8:00?AM?–?9:00?PM,4.5,4,tourist_attraction|point_of_interest|establishment,0813-2715-6088,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
775,TPI Ujung Hijau Probolinggo,-,"76GH+45W, Mangunharjo, Mayangan, Probolinggo City, East Java, Indonesia",-7.724642399999999,113.2279629,12,Monday: 5:00?AM?–?5:00?PM|Tuesday: 5:00?AM?–?5:00?PM|Wednesday: 5:00?AM?–?5:00?PM|Thursday: 5:00?AM?–?5:00?PM|Friday: 5:00?AM?–?5:00?PM|Saturday: 5:00?AM?–?5:00?PM|Sunday: 5:00?AM?–?5:00?PM,4.2,158,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
776,Geblek Pari,Rustic restaurant serving traditional meals & drinks in a secluded venue overlooking a rice paddy.,"Pronosutan, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671, Indonesia",-7.745656,110.2060165,19,Monday: 8:00?AM?–?8:00?PM|Tuesday: 8:00?AM?–?8:00?PM|Wednesday: 8:00?AM?–?8:00?PM|Thursday: 8:00?AM?–?8:00?PM|Friday: 8:00?AM?–?8:00?PM|Saturday: 7:00?AM?–?8:00?PM|Sunday: 7:00?AM?–?8:00?PM,4.4,4010,tourist_attraction|point_of_interest|establishment,0819-1100-0714,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
777,Gunung Lanang,-,"HJ6V+58W, Jl. Wiradrana, Wiradrana, Majalengka, Kec. Bawang, Kab. Banjarnegara, Jawa Tengah 53471, Indonesia",-7.4395025,109.6433394,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,135,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
778,Pantai alas purwo,-,"9923+76, Kaliagung, Kendalrejo, Tegaldlimo, Banyuwangi Regency, East Java, Indonesia",-8.6493366,114.3531054,15,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
779,Masjid Agung Al-Jami Pekalongan,-,"Jalan. KH. Wahid Hasyim No.17, RW.6, Kauman, Kec. Pekalongan Tim., Kota Pekalongan, Jawa Tengah 51127, Indonesia",-6.890183,109.6751109,14,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.8,3967,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
780,"Curug Aren, Sentul Forest Club",-,"Bojong Koneng, Babakan Madang, Bogor Regency, West Java, Indonesia",-6.618381899999999,106.9082798,8,-,4.3,124,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
781,Singoderepan,-,"6F3F+4XW, Singoderepan, Madurejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572, Indonesia",-7.7971378,110.4749547,5,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
782,Air Terjun Tumpang Limo,-,"R4HR+C7P, Sumber Asih, Sumberarum, Kec. Songgon, Kabupaten Banyuwangi, Jawa Timur 68463, Indonesia",-8.171404200000001,114.1406959,15,-,4.5,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
783,SCBD Park,-,"Sudirman Central Business District (SCBD, Jl. Jend. Sudirman kav 52-53 No.LOT 6-8, RT.5/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",-6.226431099999999,106.8097657,1,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
784,Watu Ngelak,-,"Desa Wisata Puton, Puton, Trimulyo, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781, Indonesia",-7.904576,110.3810468,17,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4,202,park|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
785,Panembahan Nusa Kelor Tirta Pesona,-,"Jl. Ternak I, RW.08, Nusaindah, Menganti, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah 53274, Indonesia",-7.6617954,109.0575651,11,Monday: 9:00?AM?–?6:00?PM|Tuesday: 9:00?AM?–?6:00?PM|Wednesday: 9:00?AM?–?6:00?PM|Thursday: 9:00?AM?–?6:00?PM|Friday: 9:00?AM?–?6:00?PM|Saturday: 9:00?AM?–?6:00?PM|Sunday: 9:00?AM?–?6:00?PM,5,2,tourist_attraction|point_of_interest|establishment,0821-3605-8040,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
786,Taman Wisata Matahari Waterpark,-,"Jl. Raya Puncak Gadog No.77, Leuwimalang, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",-6.656727999999999,106.918182,8,Monday: 8:00?AM?–?5:00?PM|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.1,794,tourist_attraction|amusement_park|point_of_interest|establishment,(0251) 8252337,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
787,Air Terjun Seling,-,"Q4C7+HQM, Krajan, Jambewangi, Kec. Sempu, Kabupaten Banyuwangi, Jawa Timur 68468, Indonesia",-8.2285412,114.1144374,15,-,4.6,7,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
788,Monument of Ade Irma Suryani Nasution,-,"Jalan Prapanca Raya No.12 RT.12/RW.1 Petogogan Kebayoran Baru RT.1, RT.1/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia",-6.2485716,106.8086297,1,-,4.6,36,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
789,Air Terjun Lisurus,-,"R5RP+9RF, Tegalrejo, Bayu, Kec. Songgon, Kabupaten Banyuwangi, Jawa Timur 68463, Indonesia",-8.159059,114.1870578,15,-,3.5,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
790,"Monument of "" Tonggak Sejarah - Mijlpaal "" de Grote Postweg",-,"4MCF+9R6, Jl. Jetayu, Panjang Wetan, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51146, Indonesia",-6.879081200000001,109.6745302,14,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.7,32,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
791,Kepz house,-,"12, Jl. Delman Utama No.40, RT.13/RW.9, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",-6.246397599999999,106.7756654,9,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
792,Kampung Nila,-,"Jl. Anggrek No.36k, Sukabumi, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67219, Indonesia",-7.7445387,113.2065696,12,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.2,48,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
793,Kalilingseng Cave,-,"545M+XFV, Ringin Ardi, Karangsari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652, Indonesia",-7.840015600000003,110.1336744,19,-,4.1,68,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
794,Padepokan Seni Bagong Kussudiardja,"Cultural center with art classes & exhibition spaces, plus live theater & dance performances.","Dusun Kembaran, RT.004/RW.21, Kembaran, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55183, Indonesia",-7.830376900000002,110.3321998,5,Monday: 10:00?AM?–?6:00?PM|Tuesday: 10:00?AM?–?6:00?PM|Wednesday: 10:00?AM?–?6:00?PM|Thursday: 10:00?AM?–?6:00?PM|Friday: 10:00?AM?–?6:00?PM|Saturday: Closed|Sunday: Closed,4.6,1134,tourist_attraction|art_gallery|point_of_interest|establishment,(0274) 414404,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
795,Geowisata Formasi Nanggulan,-,"758X+XC, Klepu, Banjararum, Kalibawang, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",-7.7326242,110.1985084,19,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
796,Sumber manis,-,"V8C8+JF7, Suko, Gombengsari, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.1284533,114.3161697,15,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
797,Kampung Wisata Sosromenduran,-,"001, Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",-7.792189999999999,110.362151,5,-,4.1,41,amusement_park|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
798,Gumati Water Park,"Pools, playgrounds & high-elevation water slides are offered at this kid-friendly amusement park.","Jl. Babakan Tumas No.16, Cikeas, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia",-6.586038999999999,106.843484,8,Monday: 8:00?AM?–?5:00?PM|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?6:00?PM|Sunday: 8:00?AM?–?6:00?PM,4,2366,tourist_attraction|amusement_park|point_of_interest|establishment,0812-8817-2123,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
799,Bendungan Plered,-,"2C43+M4G, Ngemplak Simongan, Semarang Barat, Semarang City, Central Java 50148, Indonesia",-6.993310399999999,110.402814,4,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.3,86,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
800,Gapura,-,"5W9J+XHX, Jl. Karangtalun, Karang Talun, Pokohkidul, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia",-7.830016,110.931493,32,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.2,36,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
801,Air Terjun Jambe Rowo,-,"Unnamed Road, W942+PF8, Kaliselogiri, Ketapang, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68455, Indonesia",-8.0932211,114.3512047,15,-,4.5,6,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
802,Groovy Hydroponics,-,"Jl. Tritura, Kuripan Kidul, Kec. Pekalongan Sel., Kota Pekalongan, Jawa Tengah 51135, Indonesia",-6.921831999999999,109.680089,14,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,10,tourist_attraction|grocery_or_supermarket|store|food|point_of_interest|establishment,0821-3536-6466,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
803,Bundaran Taman Andang Pangrenan,-,"H66V+4PF, Windusara, Karangklesem, Purwokerto Selatan, Banyumas Regency, Central Java 53144, Indonesia",-7.439695599999999,109.2442951,13,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,213,landmark|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
804,CAPAS ADVENTURE LAND,-,"Q7CX+2R Camping Ground, PasCamp Park, Pereng, Paspan, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.229990199999998,114.2992966,15,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?AM?–?4:00?PM|Sunday: 8:00?AM?–?4:00?PM,4.9,67,tourist_attraction|point_of_interest|establishment,0895-1857-5757,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
805,Bukit 3g,-,"Jl. Wangun, Kp. Wangun Dua RT01/RW10, Desa Karang Tengah, Kecamatan Babakan Madang, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.593967999999999,106.937918,8,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.3,48,tourist_attraction|point_of_interest|establishment,0857-7444-6985,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
806,CURUG MUTIARA,-,"Jl. Sentul - Jonggol, Central Karang, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",-6.593750799999999,106.9389935,8,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.2,38,campground|tourist_attraction|park|lodging|point_of_interest|establishment,0851-5819-7977,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
807,Shaka Mulia Wisata,-,"Jl. Bintaro Raya No.3, RT.1/RW.10, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",-6.253593400000001,106.7767056,9,Monday: 9:00?AM?–?5:00?PM|Tuesday: 9:00?AM?–?5:00?PM|Wednesday: 9:00?AM?–?5:00?PM|Thursday: 9:00?AM?–?5:00?PM|Friday: 9:00?AM?–?5:00?PM|Saturday: 9:00?AM?–?2:00?PM|Sunday: Closed,4.8,15,tourist_attraction|travel_agency|point_of_interest|establishment,0811-1722-660,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
808,Purwa Antara Home Stay (Wisma Sudiwardoyo),-,"64XR+4V, Beteng, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",-7.752173699999999,110.1422373,19,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,3,tourist_attraction|point_of_interest|establishment,0813-2887-2111,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
809,Curug Gendurwo,-,"Unnamed Road, PV93+R56, Area Sawah / Kebun, Binangun, Kec. Watumalang, Kabupaten Wonosobo, Jawa Tengah 56352, Indonesia",-7.2804739,109.8528776,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,7,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
810,Masjid Batu Taman Hati,-,"Jl. Nusantara No.148, Beji Lor, Tritih Kulon, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53231, Indonesia",-7.669480999999999,109.0359897,11,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,201,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
811,M2 Adventure Park,-,"Cijayanti, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",-6.6041681,106.8842255,8,Monday: 8:00?AM?–?5:00?PM|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.7,57,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
812,Kalen Edukasi Lupatmo,-,"Unnamed Road, 39RP+W2H, Bendo, Wukirsari, Imogiri, Bantul Regency, Special Region of Yogyakarta 55782, Indonesia",-7.907696099999998,110.3851127,17,-,4.6,120,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
813,Bendungan Sindut,-,"JMFV+5FW, Jl. Adhyaksa, Dua, Plarangan, Kec. Karanganyar, Kabupaten Kebumen, Jawa Tengah 54364, Indonesia",-7.377023799999999,109.6937076,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.2,40,museum|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
814,Rest Area Agrowisata Safa Marwa,-,"Jl. Raya Punggelan, Jebug, Punggelan, Kec. Punggelan, Kab. Banjarnegara, Jawa Tengah 53462, Indonesia",-7.347969099999999,109.598341,28,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
815,Dam Sorogenen,-,"Jl. Candi Sambisari No.26, Juwangen, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Indonesia",-7.775548799999999,110.4415756,5,-,4.4,5,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
816,BANYUWANGI COFFEE GARDEN 1,-,"JXWR+H9, Kendenglembu, Karangharjo, Glenmore, Banyuwangi Regency, East Java, Indonesia",-8.353562499999999,113.9909375,15,Monday: 9:00?AM?–?5:00?PM|Tuesday: 9:00?AM?–?5:00?PM|Wednesday: 9:00?AM?–?5:00?PM|Thursday: 9:00?AM?–?5:00?PM|Friday: 9:00?AM?–?5:00?PM|Saturday: 9:00?AM?–?5:00?PM|Sunday: 9:00?AM?–?5:00?PM,5,1,tourist_attraction|point_of_interest|establishment,0813-9088-8188,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
817,Taman Sari,"Architecturally ornate, 18th-century former royal garden with a storied bathing complex.","Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133, Indonesia",-7.8100673,110.3594581,5,Monday: 9:00?AM?–?3:00?PM|Tuesday: 9:00?AM?–?3:00?PM|Wednesday: 9:00?AM?–?3:00?PM|Thursday: 9:00?AM?–?3:00?PM|Friday: 9:00?AM?–?3:00?PM|Saturday: 9:00?AM?–?3:00?PM|Sunday: 9:00?AM?–?3:00?PM,4.6,38446,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
818,Wisata KPH Pasuruan,-,"Jl. Terusan Kawi No.1, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",-7.9743853,112.6165748,6,-,5,2,tourist_attraction|point_of_interest|establishment,0896-6895-9214,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
819,Pajeksan Tourist Villages,-,"Jl. Pajeksan No.4, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",-7.796379399999999,110.3653113,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,8,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
820,Petilasan tlogo Budho,-,"WGF3+HC5, Mendak, Kanigoro, Kec. Saptosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55871, Indonesia",-8.076119,110.5036221,20,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
